country,year,value
United Team of Germany[e],1956,26
United Team of Germany (EUA),1960,42
Uruguay,1924,1
Uruguay,1928,1
Uruguay,1948,2
Uruguay,1952,2
Uruguay,1956,1
Uruguay,1964,1
Uruguay,2000,1
Uruguay (URU),1932,1
Uzbekistan,1996,2
Uzbekistan,2000,4
Uzbekistan,2004,5
Uzbekistan,2008,4
Uzbekistan,2012,3
Uzbekistan,2016,13
Uzbekistan,2020,5
Uzbekistan,2024,13
Venezuela,1952,1
Venezuela,1968,1
Venezuela,1976,1
Venezuela,1980,1
Venezuela,1984,3
Venezuela,2004,2
Venezuela,2008,1
Venezuela,2012,1
Venezuela,2016,3
Venezuela,2020,4
Venezuela (VEN),1960,1
Vietnam,2000,1
Vietnam,2008,1
Vietnam,2012,1
Vietnam,2016,2
Virgin Islands,1988,1
West Germany,1968,26
West Germany,1972,40
West Germany,1976,39
West Germany,1984,59
West Germany,1988,40
Yugoslavia,1924,2
Yugoslavia,1928,5
Yugoslavia,1936,1
Yugoslavia,1948,2
Yugoslavia,1952,3
Yugoslavia,1956,3
Yugoslavia,1964,5
Yugoslavia,1968,8
Yugoslavia,1972,5
Yugoslavia,1976,8
Yugoslavia,1980,9
Yugoslavia,1984,18
Yugoslavia,1988,12
Yugoslavia (YUG),1960,2
Zambia,1984,1
Zambia,1996,1
Zambia,2024,1
Zimbabwe,1980,1
Zimbabwe,2004,3
Zimbabwe,2008,4
