country,iso2,year,value
World,OWID_WRL,1946,296386.0
World,OWID_WRL,1947,404784.0
World,OWID_WRL,1948,475588.0
World,OWID_WRL,1949,446646.0
World,OWID_WRL,1950,550676.0
World,OWID_WRL,1951,396167.0
World,OWID_WRL,1952,149073.0
World,OWID_WRL,1953,98934.0
World,OWID_WRL,1954,69519.0
World,OWID_WRL,1955,31164.0
World,OWID_WRL,1956,40580.0
World,OWID_WRL,1957,32188.0
World,OWID_WRL,1958,48037.0
World,OWID_WRL,1959,52460.0
World,OWID_WRL,1960,64873.0
World,OWID_WRL,1961,77804.0
World,OWID_WRL,1962,55938.0
World,OWID_WRL,1963,69801.0
World,OWID_WRL,1964,63348.0
World,OWID_WRL,1965,98568.0
World,OWID_WRL,1966,96786.0
World,OWID_WRL,1967,126717.0
World,OWID_WRL,1968,233327.0
World,OWID_WRL,1969,198673.0
World,OWID_WRL,1970,208784.0
World,OWID_WRL,1971,258085.0
World,OWID_WRL,1972,299083.0
World,OWID_WRL,1973,222940.0
World,OWID_WRL,1974,261646.0
World,OWID_WRL,1975,135684.0
World,OWID_WRL,1976,106722.0
World,OWID_WRL,1977,45550.0
World,OWID_WRL,1978,102573.0
World,OWID_WRL,1979,157289.0
World,OWID_WRL,1980,125492.0
World,OWID_WRL,1981,197263.0
World,OWID_WRL,1982,234509.0
World,OWID_WRL,1983,228286.0
World,OWID_WRL,1984,249266.0
World,OWID_WRL,1985,228466.0
World,OWID_WRL,1986,235400.0
World,OWID_WRL,1987,194655.0
World,OWID_WRL,1988,152503.0
World,OWID_WRL,1989,55184.0
World,OWID_WRL,1990,80297.0
World,OWID_WRL,1991,70353.0
World,OWID_WRL,1992,53406.0
World,OWID_WRL,1993,44949.0
World,OWID_WRL,1994,38517.0
World,OWID_WRL,1995,36742.0
World,OWID_WRL,1996,28885.0
World,OWID_WRL,1997,40340.0
World,OWID_WRL,1998,40218.0
World,OWID_WRL,1999,81047.0
World,OWID_WRL,2000,78671.0
World,OWID_WRL,2001,23592.0
World,OWID_WRL,2002,21106.0
World,OWID_WRL,2003,23194.0
World,OWID_WRL,2004,19646.0
World,OWID_WRL,2005,12322.0
World,OWID_WRL,2006,20163.0
World,OWID_WRL,2007,19214.0
World,OWID_WRL,2008,28741.0
World,OWID_WRL,2009,34606.0
World,OWID_WRL,2010,21088.0
World,OWID_WRL,2011,25080.0
World,OWID_WRL,2012,74071.0
World,OWID_WRL,2013,93488.0
World,OWID_WRL,2014,115972.0
World,OWID_WRL,2015,104435.0
World,OWID_WRL,2016,90624.0
World,OWID_WRL,2017,72023.0
World,OWID_WRL,2018,55031.0
World,OWID_WRL,2019,52610.0
World,OWID_WRL,2020,73228.0
World,OWID_WRL,2021,199789.0
World,OWID_WRL,2022,276893.0
World,OWID_WRL,2023,131061.0
World,OWID_WRL,2024,128439.0
